BankKey,ItemKey,OldGrade,NewGrade,OldSubject,NewSubject,OldClaim,NewClaim,OldTarget,NewTarget,OldInteractionCode,NewInteractionCode,OldAslSupported,NewAslSupported,OldStimulus,NewStimulus,OldDOK,NewDOK,OldCoreStandard,NewCoreStandard,NewStandardPublications,Equal
187,3493,Grade6,Grade6,MATH,MATH,3,,E,,EQ,EQ,True,True,,,2,2,,,SBAC-MA-v3:MA-Undesignated,False
187,3625,Grade3,Grade3,MATH,MATH,2,,C,,MI,MI,True,True,,,2,2,,,SBAC-MA-v3:MA-Undesignated,False
187,3515,Grade7,Grade7,MATH,MATH,1,,D,,EQ,EQ,True,True,,,1,1,,,SBAC-MA-v3:MA-Undesignated,False
187,3509,Grade8,Grade8,MATH,MATH,1,,B,,EQ,EQ,True,True,,,1,1,,,SBAC-MA-v3:MA-Undesignated,False
187,3375,Grade5,Grade5,MATH,MATH,1,,A,,MC,MC,True,True,,,2,2,,,SBAC-MA-v3:MA-Undesignated,False
187,3489,Grade8,Grade8,MATH,MATH,1,,I,,EQ,EQ,True,True,,,2,2,,,SBAC-MA-v3:MA-Undesignated,False
187,3441,Grade3,Grade3,MATH,MATH,1,,J,,EQ,EQ,True,True,,,1,1,,,SBAC-MA-v3:MA-Undesignated,False
187,3387,Grade6,Grade6,MATH,MATH,1,,D,,MI,MI,True,True,,,1,1,,,SBAC-MA-v3:MA-Undesignated,False
187,3397,Grade6,Grade6,MATH,MATH,1,,A,,EQ,EQ,True,True,,,2,2,,,SBAC-MA-v3:MA-Undesignated,False
187,3633,Grade8,Grade8,MATH,MATH,4,,E,,MC,MC,True,True,,,3,3,,,SBAC-MA-v3:MA-Undesignated,False
187,3258,Grade3,Grade3,MATH,MATH,4,,C,,EQ,EQ,True,True,,,2,2,,,SBAC-MA-v3:MA-Undesignated,False
187,3607,Grade4,Grade4,MATH,MATH,3,,E,,MC,MC,True,True,,,3,3,,,SBAC-MA-v3:MA-Undesignated,False
187,3252,Grade5,Grade5,MATH,MATH,1,,I,,EQ,EQ,True,True,,,1,1,,,SBAC-MA-v3:MA-Undesignated,False
187,3617,Grade3,Grade3,MATH,MATH,3,,F,,MC,MC,True,True,,,2,2,,,SBAC-MA-v3:MA-Undesignated,False
187,3497,Grade3,Grade3,MATH,MATH,3,,B,,EQ,EQ,True,True,,,2,2,,,SBAC-MA-v3:MA-Undesignated,False
187,3240,Grade5,Grade5,MATH,MATH,1,,F,,EQ,EQ,True,True,,,2,2,,,SBAC-MA-v3:MA-Undesignated,False
187,3627,Grade7,Grade7,MATH,MATH,1,,C,,MC,MC,True,True,,,1,1,,,SBAC-MA-v3:MA-Undesignated,False
187,3621,Grade7,Grade7,MATH,MATH,1,,A,,MS,MS,True,True,,,2,2,,,SBAC-MA-v3:MA-Undesignated,False
187,3248,Grade8,Grade8,MATH,MATH,1,,G,,EQ,EQ,True,True,,,1,1,,,SBAC-MA-v3:MA-Undesignated,False
187,3513,Grade7,Grade7,MATH,MATH,1,,A,,EQ,EQ,True,True,,,2,2,,,SBAC-MA-v3:MA-Undesignated,False
187,3246,Grade3,Grade3,MATH,MATH,1,,D,,TI,TI,True,True,,,2,2,,,SBAC-MA-v3:MA-Undesignated,False
187,3373,Grade5,Grade5,MATH,MATH,1,,D,,MC,MC,True,True,,,2,2,,,SBAC-MA-v3:MA-Undesignated,False
187,3268,Grade3,Grade3,MATH,MATH,4,,D,,EQ,EQ,True,True,,,2,2,,,SBAC-MA-v3:MA-Undesignated,False
187,3379,Grade3,Grade3,MATH,MATH,4,,E,,MS,MS,True,True,,,3,3,,,SBAC-MA-v3:MA-Undesignated,False
187,3505,Grade7,Grade7,MATH,MATH,1,,B,,EQ,EQ,True,True,,,1,1,,,SBAC-MA-v3:MA-Undesignated,False
187,3272,High,High,MATH,MATH,1,,H,,MI,MI,True,True,,,2,2,,,SBAC-MA-v3:MA-Undesignated,False
187,3264,Grade6,Grade6,MATH,MATH,1,,D,,EQ,EQ,True,True,,,2,2,,,SBAC-MA-v3:MA-Undesignated,False
187,3611,Grade7,Grade7,MATH,MATH,1,,A,,MI,MI,True,True,,,2,2,,,SBAC-MA-v3:MA-Undesignated,False
187,3383,Grade8,Grade8,MATH,MATH,1,,A,,MI,MI,True,True,,,1,1,,,SBAC-MA-v3:MA-Undesignated,False
187,3501,Grade6,Grade6,MATH,MATH,1,,G,,TI,TI,True,True,,,2,2,,,SBAC-MA-v3:MA-Undesignated,False
187,3495,Grade6,Grade6,MATH,MATH,1,,B,,EQ,EQ,True,True,,,2,2,,,SBAC-MA-v3:MA-Undesignated,False
187,3244,Grade8,Grade8,MATH,MATH,1,,I,,EQ,EQ,True,True,,,2,2,,,SBAC-MA-v3:MA-Undesignated,False
187,3391,Grade3,Grade3,MATH,MATH,1,,F,,EQ,EQ,True,True,,,2,2,,,SBAC-MA-v3:MA-Undesignated,False
187,3256,Grade6,Grade6,MATH,MATH,1,,H,,EQ,EQ,True,True,,,2,2,,,SBAC-MA-v3:MA-Undesignated,False
187,3395,Grade5,Grade5,MATH,MATH,2,,C,,GI,GI,True,True,,,2,2,,,SBAC-MA-v3:MA-Undesignated,False
